fips_code,name,airport,harbor_dock,state_ferry,cargo_barge,road_connection,coastal,road_or_ferry,description
0221150,Egegik,t,t,f,t,f,t,f,"The community is accessible by air and water. A City-owned lighted gravel runway with crosswind airstrip is located approximately two miles south of Egegik. Scheduled and charter flights are available. There is also a private airstrip across from Coffee Point. A boat haul-out is available and the City has a deep water dock that that services barges from Anchorage and Seattle. Two privately-owned docks and marine storage are also available. Motorized vehicles used by residents include automobiles, trucks, skiffs, ATVs and snowmobiles."
0221370,Eielson AFB,f,f,f,f,t,f,t,The base has an airstrip for military craft. Nearby Fairbanks offers jet service and railroad connections. The Richardson Highway connects the base to the statewide road system.
0221810,Ekwok,t,f,f,t,f,f,f,"Air transport is most frequently used to reach Ekwok. Regular and charter flights are available from Dillingham. The state-owned gravel runway was rebuilt and lengthened in 2005. Float planes land on the Nushagak River. Cargo is brought in during ice-free months from Dillingham by Coastal Marine Transport barge service. There are no docking facilities, but a barge off-loading area exists. Skiffs, ATVs, and snow machines are used for local transportation to other villages. As of May 2014, the city was in the process of building a new road to the new landfill site, contingent on funding for a bridge. "
0222140,Elfin Cove,t,t,f,f,f,t,f,A state-owned seaplane base is available. Moorage for 25 marine vessels is available. Skiffs are the primary means of local transportation. The state ferry lands at nearby Pelican. Freight arrives by plane or boat.
0222250,Elim,t,f,f,t,f,t,f,"Elim is best reached by air and sea. It offers a gravel runway. Elim Native Corporation also owns a private airstrip at Moses Point. There is no dock in the village, so supplies must be lightered to shore by a company operating from Nome. Plans are underway to develop a harbor and dock, and an access road is under construction. A cargo ship brings freight annually from Nome."
0222910,Emmonak,t,t,f,t,f,f,f,"Emmonak relies on air and water transportation. A state-owned gravel airstrip is available. There are no connecting roads, but winter trails to Kotlik, Alakanuk, and Nunam Iqua are used by snow machines. Skiffs and ATVs are using during the summer for local transportation."
0223460,Ester,f,f,f,f,t,f,t,Ester has access to the statewide highway system and to all Fairbanks transportation facilities.
0223720,Eureka Roadhouse,f,f,f,f,t,f,t,
0223790,Evansville,f,f,f,f,f,f,f,"During four months of the year, the Hickel Trail, a 30-mile winter road, gives residents access to the Dalton Highway, which leads to Fairbanks. The Koyukuk River is used in the summer, but no commercial barge is available. A state-owned airport is available in Bettles; it is classified as a transport center, with a flight service station and a float pond. Trucks, cars, snow machines, and ATVs are used for local transportation."
0223900,Excursion Inlet,t,f,f,t,f,t,f,The area is not accessible by road. A public seaplane base is available.
0224230,Fairbanks,t,f,f,t,t,f,t,"Fairbanks is at the confluence of the Richardson Highway, George Parks Highway, Steese Highway, and Elliott Highway, connecting the Interior to Anchorage, Canada, and the lower 48 states. The Dalton Highway to Prudhoe Bay begins about 75 miles north of town. Goods are transported to Fairbanks by truck, air, and the Alaska Railroad. Regularly-scheduled jet flights are available at the state-owned Fairbanks International Airport. An asphalt runway and a gravel landing strip, heliport, and seaplane landing area are available. A public seaplane base is also located on the Chena River. In addition, there are several privately-owned airstrips and heliports in the vicinity. The Fairbanks North Star Borough Comprehensive Recreational Trail Plan program (CRTP) includes year-around multi-use motorized recreational trail corridors throughout the borough. The CRTP recognizes 36 multi-use motorized recreational trails ranging over 717 linear miles."
0224660,False Pass,t,t,t,t,f,t,t,"Boats and aircraft provide the only means of transportation into False Pass. A seaplane base and a state-owned gravel airstrip are available. Mail and passenger flights arrive three times weekly. There is a boat harbor with electricity and water at the floats, and a dock and boat ramp are available. Cargo barges are available from Seattle. No local taxi or delivery services exist in False Pass. The state ferry operates once a month between May and October from Kodiak."
0225000,Farm Loop,f,f,f,f,t,f,t,"Farm Loop is located off of the Glenn Highway. Commercial airlines serve the Anchorage International Airport, but the Palmer Municipal Airport supports private and chartered services. There are several additional privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, or Anchorage for ocean freight delivery."
0224980,Farmers Loop,f,f,f,f,t,f,t,Farmers Loop is a suburb due north of Fairbanks. It is named for and centered on Farmers Loop Road.
0225220,Ferry,f,f,f,f,t,f,t,"From the George Parks Highway, road access is available only on privately-owned railroad or university land. Most residents park their cars on a private lot and walk into Ferry, across a railroad bridge and catwalk. Students are taken by ATV across the river to the school bus."
0225550,Fishhook,f,f,f,f,t,f,t,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
0225880,Flat,t,f,f,f,f,f,f,"There is no road access. The state-owned turf/gravel airstrip is 4,045' long by 90' wide."
0226100,Fort Greely,f,f,f,f,t,f,t,The Richardson Highway provides access to Fairbanks and the statewide road system. The Allen Airfield has a asphalt runway but is restricted to military aircraft.
0226760,Fort Yukon,t,f,f,t,f,f,f,"Fort Yukon is located at the confluence of the Yukon and Porcupine Rivers, about 145 air miles northeast of Fairbanks. Fort Yukon is accessible by air year-round and by barge during the summer months. Heavy cargo is brought in by barge from the end of May through mid-September; there is a barge off-loading area but no dock. Grocery items and other supplies are also shipped by air. Riverboats and skiffs are used for recreation, hunting, fishing, and other subsistence activities. A state-owned lighted, gravel airstrip is available; Hospital Lake, adjacent to the airport, is used by float planes. Snow machines and dog sleds are used on area trails or the frozen river, which becomes an ice road to area villages during winter. Extensive erosion to the north bank of the Yukon River has caused damage to city roads, which are scheduled for repairs in Spring 2014."
0226835,Four Mile Road,f,f,f,f,t,f,t,"Nenana is three miles to the south along the George Parks Highway and has excellent air, river, road, and railroad access. The railroad provides daily freight service. The Nenana Municipal Airport offers a lighted runway, with float plane and ski plane landing areas. The Nenana Port Authority operates the dry cargo loading and unloading facilities, dock, bulkhead, and warehouse."
0226870,Fox,f,f,f,f,t,f,t,The area's highways provide access to the statewide road system. Nearby Fairbanks is 11 miles south of Fox and offers jet and railway services.
0226910,Fox River,f,f,f,f,f,f,f,"East End Road provides access to Homer, which is 17 miles away. Residents use the Homer docking facilities."
0227090,Fritz Creek,f,f,f,f,t,t,t,"East End Road provides road access to Homer. Nearby Homer offers an airport, harbor and docking facilities, and a state ferry landing."
0227145,Funny River,f,f,f,f,t,f,t,The Soldotna and Kenai airports serve local air traffic. The Sterling Highway provides access to Anchorage and other destinations.
0227420,Gakona,f,f,f,f,t,f,t,"Gakona is at the confluence of the Copper and Gakona Rivers, 15 miles northeast of Glennallen. It lies at mile 2 on the Tok Cut-Off to the Glenn Highway, just east of the Richardson Highway.A paved runway is available at nearby Gulkana."
0227530,Galena,t,f,f,t,f,f,f,"Galena serves as the transportation and commercial center for surrounding villages in the western Interior of Alaska. The former Galena Air Force Station field, now the Edward G. Pitka, Sr. airport, has daily flights to Fairbanks through several small carriers. Barge companies use the Yukon River to deliver goods to Galena. The Yukon River is also used as a transportation corridor to nearby villages year-round. Galena has no paved roads, but there are 45 miles of gravel roadways and 276.8 miles of undeveloped roads which are used for subsistence and recreation. Pickups, cars, snow machines, skiffs, and ATVs are used for local travel. During winter, the frozen rivers are used for travel to Ruby, Koyukuk, Kaltag, and Nulato. A winter trail is available to Huslia."
0227640,Gambell,t,f,f,t,f,t,f,"Gambell's isolated location on an island with no seaport results in heavy dependence upon air transport. The state-owned airport has an asphalt runway. Regular flights from Nome and charters from Unalakleet are available. Freight is shipped by barge from Anchorage. Winter transportation on St. Lawrence Island primarily consists of snow-machine travel over packed snow. However, these routes often traverse through treacherous landscapes that offer little or no points of reference during bad weather. Tripods were installed in 2013 marking the winter routes between Gambell and Savoonga, as well as other points on the southern part of St. Lawrence Island. An approximately 7 mile evacuation road was completed in 2013 which extends southward from the village of Gambell."
0227700,Game Creek,f,f,f,f,f,t,f,"Nearby Hoonah provides an airport, ferry landing, seaplane dock, and harbor. Game Creek is 8.9 miles by road from Hoonah."
0228200,Gateway,f,f,f,f,t,f,t,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
0228590,Glacier View,f,f,f,f,t,f,t,Glacier View is located on the Glenn Highway. A state-owned airfield is located at Sheep Mountain Lodge. Residents also use the transportation facilities of Palmer or Anchorage.
0228740,Glennallen,t,f,f,f,t,f,t,"Glennallen is located at milepost 187 on the Glenn Highway, northeast of Anchorage and just west of the junction with the Richardson Highway. It is the supply hub of the Copper River region. The Gulkana Airport, five miles northeast of Glennallen, provides scheduled flights to Anchorage and McGarthy."
0229130,Goldstream,f,f,f,f,t,f,t,"Goldstream is a suburb of Fairbanks and is located on Goldstream Road, approximately 14 miles north of the city."
0229180,Golovin,t,f,f,t,f,t,f,"Since there are no roads connecting the city with other areas, access to Golovin is limited to air and sea. However, in the winter the village can also be accessed over land or ice. Both scheduled and chartered flights are available from Nome. A cargo ship brings supplies once each summer from Nome. Locals are interested in a road to White Mountain. The airport was recently relocated, and a new state-owned airport with a gravel runway is available. Scheduled and chartered flights are available (weather permitting) daily from Nome. Barges cannot currently land at Golovin because there is no dock. Supplies are lightered from Nome and offloaded on the beach. There is a small boat dock and a concrete boat ramp."
0229290,Goodnews Bay,t,f,f,t,f,t,f,"A state-owned gravel airstrip is available for chartered or private planes year-round. There are no docking facilities, although locals use boats and skiffs extensively during the summer months. Snow machines are the primary means of travel during the winter. Winter trails are marked along the Coastal Trail (60.3 mi) and the Arolik Trail (60.1 mi). Barges deliver fuel and other supplies during the summer months. Groceries and other small items are bought in by plane."
0230060,Grayling,t,f,f,t,f,f,f,"In summer, access to Grayling is by air, riverboat, or barge. The state owns and operates gravel runway. No roads connect Grayling with other communities. Skiffs are used for transportation up and down the river during summer. Every other year, Grayling is a checkpoint on the annual 1,049 mile Iditarod Trail Sled Dog Race. Many supplies including groceries and other small items are bought in by airplane."
0230500,Gulkana,t,f,f,f,t,f,t,The Richardson Highway passes close by the village and is maintained year-round. Gulkana is 191 miles east of Anchorage. A state-owned asphalt runway is available at the Gulkana Airport.
0230940,Gustavus,t,t,t,t,f,t,t,"Gustavus has a state-owned airport with jet capability and two asphalt runways. Alaska Airlines has daily flights in the summer. Commercial air service is partially funded by the Essential Air Service program. Small planes, corporate jets, and air taxi services also use the airport, and float planes land at nearby Bartlett Cove with limited tie-up time. Air traffic is relatively high during peak summer months, and some cruise ships include Glacier bay in their itinerary. The state ferry (Alaska Marine Highway System) provides weekly service from Juneau via the M/V Leconte. A new AMHS dock and corresponding float system provide a docking area for transient vessels only. The harbor has no facilities for overnight or long-term moorage. A 10-mile, state-maintained road connects Bartlett Cove and the community of Gustavus. In 2014 the city was working with the Department of Transportation to make plans for a replacement bridge at Rink Creek. Freight arrives via air or landing craft. Small boats and ferries regularly dock in Gustavus in the summer. Tours are available from Bartlett Cove, Gustavus, and Juneau. Because of the large number of tourists who arrive by boat or plane in the area, Gustavus is considered the gateway to Glacier Bay National Park."
0231050,Haines,t,t,t,t,t,t,t,"Haines is a major trans-shipment point because of its ice-free, deep water port and dock and year-round road access to Canada and Interior Alaska. It is a northern terminus of the Alaska State Ferry System and a hub for transportation to and from southeast Alaska. Haines has an asphalt airport runway and a landing area for float planes."
0231270,Halibut Cove,f,t,f,f,f,t,f,There is no road access to Halibut Cove. Boats and float planes are the primary means of transportation. Kachemak Bay Ferry Service provides transportation from Homer.
0231710,Happy Valley,f,f,f,f,t,t,t,"The Sterling Highway provides a route to Anchorage and the statewide highway system. Nearby Homer offers an airport, harbor and dock, and state ferry landing."
0231765,Harding-Birch Lakes,f,f,f,f,f,f,f,"The Richardson Highway provides access to Fairbanks and Anchorage, as well as the lower-48 states."
0232150,Healy,t,f,f,f,t,f,t,Healy is located on the George Parks Highway 110 miles south of Fairbanks. Cargo is delivered by rail or truck. The state-owned Healy River Airport has an asphalt runway. Local services provide helicopter or air tours of the Denali Park. Companies based in Anchorage and Fairbanks also provide bus tours to the park.
0232310,Healy Lake,f,f,f,f,f,f,f,"The Tanana River provides boat access to Healy Lake at Big Delta. The lake is east of the Richardson Highway; however, there is no direct road access. During the winter, residents fly in by ski plane or drive in on the ice road. Healy Lake receives funds from the Essential Air Services program that subsidizes the cost of commercial flights."
0232550,Hobart Bay,f,t,f,f,f,t,f,"Hobart Bay was incorporated as part of the Petersburg Borough in January, 2013. The bay is a destiatnion for sight-seeing, hunting and fishing tour operators and commercial fisherman. Access is by float plane and boat. There is a public dock."
0232810,Hollis,f,t,f,f,f,t,f,"Hollis is the location of the state ferry landing for Prince of Wales Island. A state-owned seaplane base, harbor, dock, and boat ramp are available on Clark Bay. An airstrip is located at nearby Klawock. The island has a system of logging roads which provide access to surrounding communities. The Inter-Island Ferry Authority operates a once-daily, year-round ferry service between Ketchikan and Hollis."
0233030,Holy Cross,t,f,f,t,f,f,f,"The community is dependent upon air and boat transportation. The state owns and operates a 4 gravel airstrip. Groceries and small items are shipped in by airplane. Holy Cross is serviced by barge in the summer. Residents use boats for fishing, subsistence, and recreation. The 7.5 miles of local roads are used by 3-wheelers, motor bikes, snow machines, and dog teams."
0233140,Homer,t,t,t,t,t,t,t,"Homer is accessible through the Sterling Highway. It is often referred to as 'The End of the Road,' because it lies at the terminus of the Sterling Highway. The state owns and operates the Homer Airport, which has an asphalt runway and float plane basin and a seaplane base at Beluga Lake. The city is served by scheduled and chartered aircraft services. There are additional private landing strips in the vicinity. The Alaska Marine Highway and local ferry services provide water transportation. The deep-water dock can accommodate 30-foot drafts and 340-foot vessels. There is a cruise ship dock, a boat harbor with moorage for 920 vessels, and a 4-lane boat launch ramp."
0233360,Hoonah,t,t,t,t,f,t,t,Hoonah is dependent on air and water transportation for movement of small freight and passengers. The state owns and operates an airport with an asphalt runway and a seaplane base that are both served by scheduled small aircraft from Juneau. A state ferry terminal and harbor/dock area are available. Freight arrives by barge or plane. There is a widespread logging road system on northwest Chichagof Island.
0233470,Hooper Bay,t,f,f,t,f,t,f,"Residents of Hooper Bay rely on air and water transportation. Groceries and small items are shipped in year round by air mail. Snow machines and ATVs are the primarily used for land transportation within the community and to nearby villages. A paved runway is operated by the state of Alaska. Barge lines deliver shipments of fuel and other bulk supplies throughout the summer. A fishing dock is available. Skiffs are used during summer for local transportation. Winter trails exist to Scammon Bay (32 mi), Chevak (20 mi), and Paimiut (14 mi). In 2011, community was awarded grant funds for building an access road to a new wind turbines. At the same time, enhancements were made to 3.5 miles of ATV trails through a cooperative project with the National Park Service. The city has plans for an aiprot improvement project, a new small boat harbor and docking area with constuction scheduled to begin in 2015."
0233580,Hope,t,f,f,f,t,t,t,Hope is accessible from the Seward Highway and is 88 miles from Anchorage. A state-owned gravel airstrip is available. Both nearby Anchorage and Kenai offer a variety of transportation services.
0233800,Houston,f,f,f,f,t,f,t,Houston lies on the Parks Highway and the Alaska railroad north of Anchorage. Full air service is available at Anchorage International Airport. Other local air service is available at Mat-Su's small airports. A local seaplane base exists on Morvro Lake.
0233910,Hughes,t,t,f,t,f,f,f,"River transportation is very important to Hughes, although barge service is not reliable due to shallow water. Most fuel and heavy freight is brought in by air. A lighted, gravel 3,380' long by 100' wide runway is maintained and owned by the state. Snow machines, ATVs, and skiffs are used for local transportation. The frozen river serves as an ice road during winter and links the village to other area communities."
0234350,Huslia,t,f,f,t,f,f,f,"Water travel is the principal mode of transportion during the summer. Cargo and fuel arrives by barge twice each year, in May and September. Groceries are flown in weekly by bypass mail. Huslia is accessible by air year-round. There is a 4,000' long by 75' wide lighted gravel airstrip that is owned by the state. Snowmachines, ATVs, and skiffs are used for local transportation. Huslia has a network of winter trails, and the frozen river is used as an ice road to neighboring villages."
0234460,Hydaburg,t,t,f,t,f,t,f,"Hydaburg has a seaplane base with scheduled flights from Hydaburg that connect in Ketchikan. Hydaburg has a heliport available as well. The city recently completed improvements to the Hydaburg Small Boat Harbor. A road leads to Craig, Klawock and Hollis, where the state ferry docks. Weekly barges from Seattle deliver goods, and cargo is also trucked to Hydaburg from the neighboring sea port communities. Hydaburg now has a Transit system with transit to Craig, Klawock and Hollis."
0234570,Hyder,t,f,f,t,t,t,t,"Hyder has a seaplane base that opens in Portland Canal. Hyder is connected to Canada's highway system, which makes it accessible by road. Combined port facilities for Hyder and Stewart provide a deep draft, ice-free port capable of handling large cargo barges. The Arrow/Cassiar Barge Ramp provides a hydraulic barge ramp, intermodal transit, and gravel storage area. Stewart Bulk Terminals are located between Hyder and Stewart, and provide 800 feet of berth face. Facilities include a 750 ton-per-hour bulk ship loader and covered storage. Deep sea log export facilities are also available. sediment. As of July 2012, Stewart was in the permitting phase of a $50 million port project which would expand existing facilities and provide a multipurpose port capable of supporting barge access, mineral concentrate loading, roll-on/roll-off cargo vessels, and break bulk cargo."
0234790,Igiugig,t,f,f,t,f,f,f,"Igiugig is located in southwestern Alaska, on the south bank of the mouth of the Kvichak River and Lake Iliamna. It is accessible by water and air. Charter flights are available from Iliamna and King Salmon. The state owns and maintains a gravel runway. A small public dock is available. Barges deliver goods from Naknek or Dillingham in the fall. Igiugig Corporation operates a barge system on Lake Iliamna."
0235120,Iliamna,t,t,f,t,f,f,f,"Travel in Iliamna is usually by small plane, and seasonally by boat, four-wheeler, or snowmobile. Individuals also use personal vehicles, ATVs, and skiffs. Barges deliver bulk goods to the area via the Kvichak River. An improvised barge landing area is currently available at Iliamna. A breakwater, boat harbor, and dock are also available, although the dock is in poor condition. A state-owned airport with two gravel airstrips is located several miles west of Iliamna. Iliamna Air Taxi, Inc. provides scheduled mail, freight, and passenger air service to several Iliamna Lake communities. A private airstrip is located at the Iliamna Roadhouse, and Summit Lake provides private float plane access. A paved road connects Iliamna to the Iliamna airport, as well as the community of Newhalen located several miles to the south. During the winter, a road is passable between Iliamna and Nondalton, 15 miles to the north, although the road is only paved half way. Construction of a bridge is proposed at the western end of Six Mile Lake, which would provide year-round access to Nondalton. In addition, an unimproved trail, the Williamsport-Pile Bay Trail, runs along the northern shore of Iliamna Lake, connecting Iliamna and Newhalen with the communities of Pedro Bay and Pile Bay Village to the east. Pile Bay Village is also connected to Cook Inlet by road. This corridor is used to transport fishing boats and supplies between Cook Inlet and Bristol Bay, but is considered difficult to use."
0235890,Ivanof Bay,f,f,f,f,f,t,f,"Ivanof Bay is accessible via air or water, and there is no overland connection. A private gravel airstrip, owned by Bay View, Inc., is present in the community, and float planes can land on Ivanof Bay. There are no scheduled commercial flights to Ivanof Bay; the community is only accessible by charter flights. The nearest port with barge service is Chignik Bay. No public dock or harbor is available in Ivanof Bay. Local residents use ATVs and skiffs as primary modes of transportation."
0236400,Juneau,t,t,t,t,f,t,t,"Juneau is accessible only by air and sea. Automobiles are either shipped to Juneau or brought on the Alaska Marine Highway from connections to the highway system in Bellingham, Prince Rupert, Skagway, Haines, and Whittier. Scheduled jet flights and air taxis are available at the municipally-owned Juneau International Airport. The airport has a paved runway and a seaplane landing area. Marine facilities include a seaplane landing area at Juneau Harbor, four cruise ship docks, five small boat harbors, and a state ferry terminal. The Alaska Marine Highway System and cargo barges provide year-round services. Capital Transit provides public transportation throughout the urban area. In 2013, local ridership totaled 1.25 million trips. Juneau is a busy port for cruise ships and can have more than 10,000 visitors in a single day. The city is currently expanding its docking facilities to accommodate larger ships. Approximately 1 million cruise ship passengers visit Juneau each year. There is an extensive network of hiking trails in the Juneau area. Private boats and kayaks are commonly used to reach areas off of the road system. Juneau was certified as a Bicycle Friendly Community in 2011."
0236540,Kachemak,f,f,f,f,t,t,t,"Local roads connect Kachemak to the Sterling Highway. Nearby Homer has an airport, harbor/dock, and state ferry access. Kachemak City's roads are all public access roads that are maintained by the State or by neighborhood associations. The city does subsidize maintenance and improvement of privately maintained roads by partially reimbursing the neighborhood associations, on a matching grant basis, for work they accomplish."
0236770,Kake,t,t,t,t,f,t,t,"Kake can be reached by air and sea. There are scheduled float plane and air taxi flights from Juneau and Sitka. Kake has a state-owned lighted, paved runway west of town and a seaplane base at the city dock. Kake does participate in the Essential Air Services program which subsidizes the cost of commercial air flights. State ferry and barge services are available. Facilities also include a small boat harbor, boat launch, deep water dock, and state ferry terminal. There are about 120 miles of logging roads in the Kake area, but no connections to other communities on Kupreanof Island."
0236990,Kaktovik,t,f,f,t,f,t,f,"Air travel provides the only year-round access to Kaktovik. In addition to serving as a crucial link for passengers and cargo, aviation is also the primary means by which Kaktovik residents receive mail. The Barter Island Airport is owned by the Air Force and operated by the North Slope Borough. As of 2014, a new airport and runway are being built. In addition to air and overland transportation, marine transportation provides seasonal access to Kaktovik. Barges deliver cargo to the community during the summer. Barges are beached in front of the community, and materials are unloaded there to be hauled to the village. As of 2014, no boat ramp was present in the community, and boats were stored on the beach of Kaktovik Lagoon. The community would like a boat ramp to allow safer ocean launching of boats, and also report that the current launching area is too shallow and should be relocated."
0237250,Kalifornsky,f,f,f,f,t,t,t,Access to the Sterling Highway exists. Nearby Kenai offers an airport and boating facilities.
0237430,Kaltag,t,f,f,t,f,f,f,"The state-owned 3,986' long by 100' wide lighted gravel airstrip provides Kaltag with year-round air service. Barges typically deliver heavy cargo three times a year. Snowmachines, ATVs, and riverboats are used for local transportation. The frozen river, local trails, and the 90-mile Old Mail Trail to Unalakleet are used during the winter for woodcutting and trap lines."
0237540,Karluk,t,f,f,t,f,t,f,"Karluk is accessible by air and water. Regular and charter flights depart from nearby Kodiak. There are both a state-owned gravel airstrip and a seaplane base at Karluk Lake. Several companies offer service between Kodiak and Karluk if a minimum number of passengers charter a plane. Barge service is available twice a month from Kodiak, and goods are lightered to shore by skiff. Karluk does not have a harbor or docking facilities, so landing crafts are used to bring supplies ashore. Local residents who transport their own supplies will anchor off shore and haul their goods with smaller boats or skiffs. There is about one mile of gravel road in the community."
0237650,Kasaan,t,t,f,f,f,t,f,"Kasaan can be accessed by automobile, float plane, and boat. A state-owned seaplane base accommodates charter flights and air freight services from Ketchikan. There is a dock at the old cannery site and a state owned small boat harbor, but no public launching facility. Kasaan is connected via a gravel road to the Prince of Wales Island road system."
0237975,Kasigluk,t,f,f,t,f,f,f,"A state-owned gravel airstrip provides chartered or private air transportation year-round. Locals use skiffs in the summer and snowmobiles, ATVs, and dogsleds in the winter to travel to Bethel and other nearby villages. Winter trails exist to nearby Nunapitchuk (two and a half miles to the northeast) and Atmautluak (eight miles east), as well as a longer winter trail to Chefornak, a village 83 miles southwest of Kasigluk, near the coast of the Yukon-Kuskokwim Delta on the Kinia River. As of 2011 community leaders reported that no docking facilities are present in Kasigluk, and the only vessels that can be accommodated locally are barges. Barges from Bethel deliver fuel and supplies during summer months. A dock, small boat harbor, and seaplane base are located nearby in Nunapitchuk."
0238090,Kasilof,f,f,f,f,t,f,t,"Kasilof lies on the Sterling Highway, which provides road access to Anchorage, 162 road miles to the north. The state owns and operates a gravel airstrip, and there are three additional private airstrips in the vicinity. The nearest airport with scheduled commercial service is approximately 20 road miles north in the City of Kenai, which also offers docking facilities. At Kasilof, there is a boat launch on the Kasilof River, and DNR is planning the addition of a second boat launch to facilitate sport fishing on the lower Kasilof River."
0238420,Kenai,t,f,f,t,t,t,t,"Kenai has access to the Sterling Highway. The City-owned Kenai Municipal Airport provides a grooved asphalt runway, gravel strip, and a water runway at the float plane basin. A flight service station is available. Float plane facilities are also available at Island Lake and Arness Lake. There are five additional privately-owned airstrips in the vicinity. The Kenai City Dock and boat ramp are located near the mouth of the Kenai River. There are also a number of private commercial fish processing docks. Moorage is by buoys anchored in the Kenai River."
0238910,Kenny Lake,f,f,f,f,t,f,t,The Edgerton Highway connects Kenny Lake to the entire state road system. Several landing strips are available nearby for small aircraft landings.
0238970,Ketchikan,t,t,t,t,f,t,t,"Regularly-scheduled jet services offer air service transportation from the state-owned Ketchikan International Airport, which has a paved, lighted, asphalt runway. The airport lies on Gravina Island, a 10-minute ferry ride from Ketchikan's waterfront. Ketchikan is a regional transportation hub, with numerous air taxi services located along the waterfront to that service the surrounding communities. There are four major float plane landing facilities: Tongass Narrows, Peninsula Point, Ketchikan Harbor, and Murphy's. Ketchikan is the first port of call in Alaska for cruise ships and Alaska Marine Highway vessels. Harbor and docking facilities include a breakwater, a deep draft dock, port located downtown, five small boat harbors, a privately-owned dry dock and ship repair yard, boat launches, and a state ferry terminal. The shipyard is privately owned. The Inter-Island Ferry Authority operates a once-daily, year-round ferry service between Ketchikan and Hollis Prince of Wales Island."
0239300,Kiana,t,t,f,t,f,f,f,"Kiana is primarily accessible by air, as well as small boat and snowmobile. The state-owned Bob Baker Memorial Airport has a gravel runway. Daily scheduled flights and charter flights are provided by Bering Air, ERA Alaska, and Ryan Air Service. Crowley Marine Services barges fuel and supplies to Kiana each summer, and local store owners have large boats to bring supplies upriver. Local transportation takes place using boats, ATVs, snowmobiles, and some trucks owned locally. A road connects Kiana to Kobuk camp, and a network of old trading trails is still in use."
0239410,King Cove,t,t,t,t,f,t,t,"King Cove is accessible by air and sea only. A state-owned gravel runway is available. Gale force crosswinds are common, as the airport lies in a valley between two volcanic peaks. Currently a hovercraft provides regular service to nearby Cold Bay, which enjoys more stable flying conditions. Cold Bay Airport also has a longer runway allowing the airport to handle larger planes. A high priority for local transportation has long been construction of an access road between King Cove and Cold Bay to provide a more reliable link to the outside world during emergencies. As of the Fall of 2012, the City of King Cove awaited a final decision on a proposed land transfer that would allow the access road to be extended directly to Cold Bay. In addition to air travel and limited road access, the state ferry provides bi-monthly service to King Cove between May and October. In addition, one public deep-water dock is available in King Cove. The dock can be used by fuel and cargo barges, the state ferry, and large fishing vessels. In addition, a new harbor is operated by the City and provides additional moorage for larger vessels ranging between 60 and 150 feet in length."
0239630,King Salmon,t,t,f,t,f,f,f,"King Salmon is a transportation hub for Bristol Bay. Formerly an Air Force base, the state-owned airport has a paved, lighted runway, and an asphalt/gravel crosswind runway. There are scheduled jet flights and charter services offered by Alaska Airlines and Peninsula Air to and from Anchorage. A 4,000 foot stretch of the Naknek River is designated for float plane use. A seaplane base is also located at Lake Brooks, east of King Salmon within the Katmai National Park and Preserve. Four docks are available on the Naknek River, owned by the U.S. Park Service, U.S. Fish and Wildlife Service, Alaska State Troopers, and the Bristol Bay Borough. Cargo goods are delivered to Naknek by barge and trucked upriver to King Salmon via a 15-mile connecting road. During winter, an ice road provides access to South Naknek. Vehicles are the primary means of local transportation, and skiffs are used during summer."
0239740,Kipnuk,t,f,f,t,f,t,f,"Kipnuk offers a gravel airstrip, with scheduled air taxi service and available charter services. A seaplane base is also available. Boats and skiffs are used by residents for local travel during the summer, with snowmobiles in the winter. Winter trails lead to Tuntutuliak (77 miles), Chefornak (20 miles), and Kwigillingok (35 miles). Although there is no dock, barges from Bethel deliver cargo each summer."
0239960,Kivalina,t,f,f,t,f,t,f,"Kivalina is not connected to any road systems, and basic modes of transportation to and from Kivalina are plane, small boat, and snowmobile. The state owns a gravel airstrip. There is daily air service from Kotzebue and twice weekly service from Point Hope. A new road was constructed in Kivalina in 2009, which doubles as a rock revetment. A road to the town's landfill as well as a dirt road which lead to the airport are no longer in use due to erosion. Two main hunting trails follow the Kivalina and Wulik Rivers and another follows the coast north to south. Northland Services barges fuel, automobiles, groceries, household goods, and general supplies to Kivalina in July and August. Cargo is shipped in daily via plane from either Anchorage or Seattle."
0240400,Klawock,t,t,f,t,f,t,f,"Klawock is dependent on air transportation from Ketchikan, although it is connected to other communities through the island road system. The only airstrip on Prince of Wales Island is located here, with a paved runway. A seaplane base is operated by the state on the Klawock River. Ferry transportation is available to Hollis, 23 miles away. Klawock has a small boat harbor and boat launch ramp. A deep draft dock is located at Klawock Island, which is primarily used for loading timber. Freight arrives by cargo plane, barge, and truck."
