reporting_entity_id,operator_id,pce_id,year,month,residential_rate,residential_rate_subsidized,commercial_rate,industrial_rate,transportation_rate,community_rate,other_rate,total_rate,source
39,23,331870,2008,7,0.52,0.14,,,,,,,PCE
39,23,331870,2008,8,0.52,0.14,,,,,,,PCE
39,23,331870,2008,9,0.52,0.14,,,,,,,PCE
39,23,331870,2008,10,0.52,0.13,,,,,,,PCE
39,23,331870,2008,11,0.52,0.13,,,,,,,PCE
39,23,331870,2008,12,0.38,0.13,,,,,,,PCE
39,23,331870,2009,1,0.38,0.13,,,,,,,PCE
39,23,331870,2009,2,0.38,0.13,,,,,,,PCE
39,23,331870,2009,3,0.50,0.13,,,,,,,PCE
39,23,331870,2009,4,0.50,0.13,,,,,,,PCE
39,23,331870,2009,5,0.50,0.13,,,,,,,PCE
39,23,331870,2009,6,0.50,0.23,,,,,,,PCE
39,23,331870,2009,7,0.50,0.24,,,,,,,PCE
39,23,331870,2009,8,0.40,0.14,,,,,,,PCE
39,23,331870,2009,9,0.40,0.14,,,,,,,PCE
39,23,331870,2009,10,0.40,0.14,,,,,,,PCE
39,23,331870,2009,11,0.40,0.14,,,,,,,PCE
39,23,331870,2009,12,0.40,0.14,,,,,,,PCE
39,23,331870,2010,1,0.40,0.14,,,,,,,PCE
39,23,331870,2010,2,0.40,0.14,,,,,,,PCE
39,23,331870,2010,3,0.40,0.14,,,,,,,PCE
39,23,331870,2010,4,0.40,0.14,,,,,,,PCE
39,23,331870,2010,5,0.40,0.14,,,,,,,PCE
39,23,331870,2010,6,0.40,0.14,,,,,,,PCE
39,23,331870,2010,7,0.40,0.14,,,,,,,PCE
39,23,331870,2010,8,0.40,0.14,,,,,,,PCE
39,23,331870,2010,9,0.40,0.14,,,,,,,PCE
39,23,331870,2010,10,0.40,0.14,,,,,,,PCE
39,23,331870,2010,11,0.40,0.14,,,,,,,PCE
39,23,331870,2010,12,0.65,0.29,,,,,,,PCE
39,23,331870,2011,1,0.65,0.29,,,,,,,PCE
39,23,331870,2011,2,0.65,0.29,,,,,,,PCE
39,23,331870,2011,3,0.65,0.29,,,,,,,PCE
39,23,331870,2011,4,0.65,0.29,,,,,,,PCE
39,23,331870,2011,5,0.65,0.29,,,,,,,PCE
39,23,331870,2011,6,0.65,0.25,,,,,,,PCE
39,23,331870,2011,7,0.75,0.35,,,,,,,PCE
39,23,331870,2011,8,0.75,0.35,,,,,,,PCE
39,23,331870,2011,9,0.75,0.35,,,,,,,PCE
39,23,331870,2011,10,0.65,0.25,,,,,,,PCE
39,23,331870,2011,11,0.75,0.35,,,,,,,PCE
39,23,331870,2011,12,0.75,0.35,,,,,,,PCE
39,23,331870,2012,1,0.75,0.35,,,,,,,PCE
39,23,331870,2012,2,0.75,0.35,,,,,,,PCE
39,23,331870,2012,3,0.75,0.35,,,,,,,PCE
39,23,331870,2012,4,0.75,0.35,,,,,,,PCE
39,23,331870,2012,5,0.75,0.34,,,,,,,PCE
39,23,331870,2012,6,0.75,0.34,,,,,,,PCE
39,23,331870,2012,7,0.75,0.32,,,,,,,PCE
39,23,331870,2012,8,0.75,0.32,,,,,,,PCE
39,23,331870,2012,9,0.75,0.32,,,,,,,PCE
39,23,331870,2012,10,0.75,0.32,,,,,,,PCE
39,23,331870,2012,11,0.75,0.32,,,,,,,PCE
39,23,331870,2012,12,0.75,0.32,,,,,,,PCE
39,23,331870,2013,1,0.75,0.35,,,,,,,PCE
39,23,331870,2013,2,0.75,0.35,,,,,,,PCE
39,23,331870,2013,3,0.75,0.35,,,,,,,PCE
39,23,331870,2013,4,0.75,0.35,,,,,,,PCE
39,23,331870,2013,5,0.75,0.35,,,,,,,PCE
39,23,331870,2013,6,0.75,0.36,,,,,,,PCE
39,23,331870,2013,7,0.75,0.36,,,,,,,PCE
39,23,331870,2013,8,0.75,0.36,,,,,,,PCE
39,23,331870,2013,9,0.75,0.36,,,,,,,PCE
39,23,331870,2013,10,0.70,0.31,,,,,,,PCE
39,23,331870,2013,11,0.70,0.31,,,,,,,PCE
39,23,331870,2013,12,0.70,0.31,,,,,,,PCE
39,23,331870,2014,1,0.70,0.31,,,,,,,PCE
39,23,331870,2014,2,0.70,0.31,,,,,,,PCE
39,23,331870,2014,3,0.70,0.31,,,,,,,PCE
39,23,331870,2014,4,0.70,0.31,,,,,,,PCE
39,23,331870,2014,5,0.70,0.31,,,,,,,PCE
39,23,331870,2014,6,0.63,0.26,,,,,,,PCE
39,23,331870,2014,7,1.43,1.07,,,,,,,PCE
39,23,331870,2014,8,0.70,0.31,,,,,,,PCE
39,23,331870,2014,9,0.64,0.25,,,,,,,PCE
39,23,331870,2014,10,0.63,0.24,,,,,,,PCE
39,23,331870,2014,11,0.70,0.31,,,,,,,PCE
39,23,331870,2014,12,0.63,0.24,,,,,,,PCE
39,23,331870,2015,1,0.63,0.25,,,,,,,PCE
39,23,331870,2015,2,0.61,0.22,,,,,,,PCE
39,23,331870,2015,3,0.64,0.25,,,,,,,PCE
39,23,331870,2015,4,0.70,0.31,,,,,,,PCE
39,23,331870,2015,5,0.61,0.26,,,,,,,PCE
39,23,331870,2015,6,0.62,0.28,,,,,,,PCE
39,23,331870,2015,7,0.61,0.27,,,,,,,PCE
39,23,331870,2015,8,0.60,0.26,,,,,,,PCE
39,23,331870,2015,9,0.58,0.25,,,,,,,PCE
39,23,331870,2015,10,0.56,0.23,,,,,,,PCE
39,23,331870,2015,11,0.58,0.24,,,,,,,PCE
39,23,331870,2015,12,0.55,0.23,,,,,,,PCE
39,23,331870,2016,1,0.52,0.19,,,,,,,PCE
39,23,331870,2016,2,0.52,0.20,,,,,,,PCE
39,23,331870,2016,3,0.53,0.21,,,,,,,PCE
39,23,331870,2016,4,0.54,0.22,,,,,,,PCE
39,23,331870,2016,5,0.54,0.22,,,,,,,PCE
39,23,331870,2016,6,0.63,0.31,,,,,,,PCE
39,23,331870,2016,7,0.63,0.31,,,,,,,PCE
39,23,331870,2016,8,0.63,0.31,,,,,,,PCE
39,23,331870,2016,9,0.63,0.31,,,,,,,PCE
39,23,331870,2016,10,0.63,0.31,,,,,,,PCE
39,23,331870,2016,11,0.63,0.31,,,,,,,PCE
39,23,331870,2016,12,0.63,0.31,,,,,,,PCE
39,23,331870,2017,1,0.54,0.23,,,,,,,PCE
39,23,331870,2017,2,0.58,0.29,,,,,,,PCE
39,23,331870,2017,3,0.58,0.30,,,,,,,PCE
39,23,331870,2017,4,0.52,0.23,,,,,,,PCE
39,23,331870,2017,5,0.55,0.26,,,,,,,PCE
39,23,331870,2017,6,0.52,0.26,,,,,,,PCE
39,23,331870,2017,7,0.52,0.26,,,,,,,PCE
39,23,331870,2017,8,0.63,0.37,,,,,,,PCE
39,23,331870,2017,9,0.63,0.37,,,,,,,PCE
39,23,331870,2017,10,0.63,0.37,,,,,,,PCE
39,23,331870,2017,11,0.63,0.37,,,,,,,PCE
39,23,331870,2017,12,0.63,0.37,,,,,,,PCE
39,23,331870,2018,1,0.63,0.38,,,,,,,PCE
39,23,331870,2018,2,0.63,0.38,,,,,,,PCE
39,23,331870,2018,3,0.63,0.38,,,,,,,PCE
39,23,331870,2018,4,0.63,0.38,,,,,,,PCE
39,23,331870,2018,5,0.63,0.38,,,,,,,PCE
39,23,331870,2018,6,0.63,0.38,,,,,,,PCE
39,23,331870,2018,7,0.63,0.38,,,,,,,PCE
39,23,331870,2018,8,0.63,0.38,,,,,,,PCE
39,23,331870,2018,9,0.63,0.38,,,,,,,PCE
39,23,331870,2018,10,0.63,0.35,,,,,,,PCE
39,23,331870,2018,11,0.63,0.35,,,,,,,PCE
39,23,331870,2018,12,0.63,0.35,,,,,,,PCE
39,23,331870,2019,1,0.58,0.29,,,,,,,PCE
39,23,331870,2019,2,0.58,0.29,,,,,,,PCE
39,23,331870,2019,3,0.58,0.29,,,,,,,PCE
39,23,331870,2019,4,0.58,0.29,,,,,,,PCE
39,23,331870,2019,5,0.58,0.29,,,,,,,PCE
39,23,331870,2019,6,0.58,0.29,,,,,,,PCE
39,23,331870,2019,7,0.58,0.29,,,,,,,PCE
39,23,331870,2019,8,0.58,0.29,,,,,,,PCE
39,23,331870,2019,9,0.58,0.29,,,,,,,PCE
39,23,331870,2019,10,0.58,0.29,,,,,,,PCE
39,23,331870,2019,11,0.58,0.29,,,,,,,PCE
39,23,331870,2019,12,0.58,0.30,,,,,,,PCE
39,23,331870,2020,1,0.58,0.30,,,,,,,PCE
39,23,331870,2020,2,0.58,0.30,,,,,,,PCE
39,23,331870,2020,3,0.58,0.30,,,,,,,PCE
39,23,331870,2020,4,0.58,0.30,,,,,,,PCE
40,22,331880,2001,7,,,,,,,,,PCE
40,22,331880,2001,8,,,,,,,,,PCE
40,22,331880,2001,9,,,,,,,,,PCE
40,22,331880,2001,10,,,,,,,,,PCE
40,22,331880,2001,11,,,,,,,,,PCE
40,22,331880,2001,12,,,,,,,,,PCE
40,22,331880,2002,1,,,,,,,,,PCE
40,22,331880,2002,2,,,,,,,,,PCE
40,22,331880,2002,3,,,,,,,,,PCE
40,22,331880,2002,4,,,,,,,,,PCE
40,22,331880,2002,5,,,,,,,,,PCE
40,22,331880,2002,6,,,,,,,,,PCE
40,22,331880,2002,7,,,,,,,,,PCE
40,22,331880,2002,8,0.48,0.22,,,,,,,PCE
40,22,331880,2002,9,0.48,0.22,,,,,,,PCE
40,22,331880,2002,10,0.48,0.22,,,,,,,PCE
40,22,331880,2002,11,0.48,0.22,,,,,,,PCE
40,22,331880,2002,12,0.48,0.22,,,,,,,PCE
40,22,331880,2003,1,0.48,0.22,,,,,,,PCE
40,22,331880,2003,2,0.48,0.22,,,,,,,PCE
40,22,331880,2003,3,0.48,0.21,,,,,,,PCE
40,22,331880,2003,4,0.48,0.21,,,,,,,PCE
40,22,331880,2003,5,0.48,0.21,,,,,,,PCE
40,22,331880,2003,6,0.48,0.20,,,,,,,PCE
40,22,331880,2004,7,0.48,0.20,,,,,,,PCE
40,22,331880,2004,8,0.48,0.23,,,,,,,PCE
40,22,331880,2004,9,0.48,0.25,,,,,,,PCE
40,22,331880,2004,10,0.48,0.25,,,,,,,PCE
40,22,331880,2004,11,0.48,0.25,,,,,,,PCE
40,22,331880,2004,12,0.48,0.25,,,,,,,PCE
40,22,331880,2005,1,0.48,0.25,,,,,,,PCE
40,22,331880,2005,2,0.48,0.28,,,,,,,PCE
40,22,331880,2005,3,0.48,0.28,,,,,,,PCE
40,22,331880,2005,4,0.48,0.28,,,,,,,PCE
40,22,331880,2005,5,0.48,0.28,,,,,,,PCE
40,22,331880,2005,6,0.48,0.29,,,,,,,PCE
40,22,331880,2005,7,0.48,0.23,,,,,,,PCE
40,22,331880,2005,8,0.48,0.23,,,,,,,PCE
40,22,331880,2005,9,0.48,0.23,,,,,,,PCE
40,22,331880,2005,10,0.48,0.23,,,,,,,PCE
40,22,331880,2005,11,0.50,0.25,,,,,,,PCE
40,22,331880,2005,12,0.50,0.25,,,,,,,PCE
40,22,331880,2006,1,0.50,0.25,,,,,,,PCE
40,22,331880,2006,2,0.58,0.28,,,,,,,PCE
40,22,331880,2006,3,0.58,0.33,,,,,,,PCE
40,22,331880,2006,4,0.58,0.33,,,,,,,PCE
40,22,331880,2006,5,0.58,0.33,,,,,,,PCE
40,22,331880,2006,6,0.58,0.20,,,,,,,PCE
40,22,331880,2006,7,0.58,0.20,,,,,,,PCE
40,22,331880,2006,8,0.58,0.20,,,,,,,PCE
40,22,331880,2006,9,0.58,0.20,,,,,,,PCE
40,22,331880,2006,10,0.58,0.20,,,,,,,PCE
40,22,331880,2006,11,0.58,0.20,,,,,,,PCE
40,22,331880,2006,12,0.58,0.20,,,,,,,PCE
40,22,331880,2007,1,0.58,0.20,,,,,,,PCE
40,22,331880,2007,2,0.58,0.20,,,,,,,PCE
40,22,331880,2007,3,0.58,0.20,,,,,,,PCE
40,22,331880,2007,4,0.58,0.20,,,,,,,PCE
40,22,331880,2007,5,0.58,0.20,,,,,,,PCE
40,22,331880,2007,6,0.58,0.24,,,,,,,PCE
40,22,331880,2007,7,0.58,0.21,,,,,,,PCE
40,22,331880,2007,8,0.58,0.21,,,,,,,PCE
40,22,331880,2007,9,0.58,0.21,,,,,,,PCE
40,22,331880,2007,10,0.58,0.21,,,,,,,PCE
40,22,331880,2007,11,0.58,0.21,,,,,,,PCE
40,22,331880,2007,12,0.58,0.21,,,,,,,PCE
40,22,331880,2008,1,0.58,0.21,,,,,,,PCE
40,22,331880,2008,2,0.58,0.21,,,,,,,PCE
40,22,331880,2008,3,0.58,0.21,,,,,,,PCE
40,22,331880,2008,4,0.58,0.21,,,,,,,PCE
40,22,331880,2008,5,0.58,0.21,,,,,,,PCE
40,22,331880,2008,6,0.58,0.21,,,,,,,PCE
40,22,331880,2008,7,0.58,0.21,,,,,,,PCE
40,22,331880,2008,8,0.58,0.21,,,,,,,PCE
40,22,331880,2008,9,0.58,0.21,,,,,,,PCE
40,22,331880,2008,10,0.58,0.19,,,,,,,PCE
40,22,331880,2008,11,0.58,0.19,,,,,,,PCE
40,22,331880,2008,12,0.58,0.19,,,,,,,PCE
40,22,331880,2009,1,0.58,0.19,,,,,,,PCE
40,22,331880,2009,2,0.58,0.19,,,,,,,PCE
40,22,331880,2009,3,0.58,0.19,,,,,,,PCE
40,22,331880,2009,4,0.58,0.19,,,,,,,PCE
40,22,331880,2009,5,0.58,0.19,,,,,,,PCE
40,22,331880,2009,6,0.58,0.19,,,,,,,PCE
40,22,331880,2011,7,0.58,0.20,,,,,,,PCE
40,22,331880,2011,8,0.68,0.30,,,,,,,PCE
40,22,331880,2011,9,0.68,0.25,,,,,,,PCE
40,22,331880,2011,10,0.68,0.26,,,,,,,PCE
40,22,331880,2011,11,0.68,0.16,,,,,,,PCE
40,22,331880,2011,12,0.73,0.20,,,,,,,PCE
40,22,331880,2012,1,0.85,0.32,,,,,,,PCE
40,22,331880,2012,2,0.85,0.32,,,,,,,PCE
40,22,331880,2012,3,0.86,0.33,,,,,,,PCE
40,22,331880,2012,4,0.86,0.33,,,,,,,PCE
40,22,331880,2012,5,0.86,0.33,,,,,,,PCE
40,22,331880,2012,6,0.86,0.33,,,,,,,PCE
40,22,331880,2012,7,0.85,0.28,,,,,,,PCE
40,22,331880,2012,8,0.85,0.28,,,,,,,PCE
40,22,331880,2012,9,0.85,0.28,,,,,,,PCE
40,22,331880,2012,10,0.86,0.32,,,,,,,PCE
40,22,331880,2012,11,0.86,0.32,,,,,,,PCE
40,22,331880,2012,12,0.86,0.32,,,,,,,PCE
40,22,331880,2013,1,0.86,0.29,,,,,,,PCE
40,22,331880,2013,2,0.86,0.29,,,,,,,PCE
40,22,331880,2013,3,0.86,0.29,,,,,,,PCE
40,22,331880,2013,4,0.86,0.29,,,,,,,PCE
40,22,331880,2013,5,0.86,0.29,,,,,,,PCE
40,22,331880,2013,6,0.86,0.29,,,,,,,PCE
40,22,331880,2013,7,0.86,0.29,,,,,,,PCE
40,22,331880,2013,8,0.86,0.31,,,,,,,PCE
40,22,331880,2013,9,0.86,0.31,,,,,,,PCE
40,22,331880,2013,10,0.86,0.31,,,,,,,PCE
40,22,331880,2013,11,0.86,0.31,,,,,,,PCE
40,22,331880,2013,12,0.86,0.30,,,,,,,PCE
40,22,331880,2014,1,0.85,0.29,,,,,,,PCE
40,22,331880,2014,2,0.86,0.34,,,,,,,PCE
40,22,331880,2014,3,0.86,0.34,,,,,,,PCE
40,22,331880,2014,4,0.86,0.34,,,,,,,PCE
40,22,331880,2014,5,0.85,0.33,,,,,,,PCE
40,22,331880,2014,6,0.85,0.33,,,,,,,PCE
40,22,331880,2014,7,0.86,0.35,,,,,,,PCE
40,22,331880,2014,8,0.85,0.34,,,,,,,PCE
40,22,331880,2014,9,0.85,0.34,,,,,,,PCE
40,22,331880,2014,10,0.85,0.34,,,,,,,PCE
40,22,331880,2014,11,0.85,0.34,,,,,,,PCE
40,22,331880,2014,12,0.85,0.34,,,,,,,PCE
40,22,331880,2015,1,0.85,0.36,,,,,,,PCE
40,22,331880,2015,2,0.86,0.37,,,,,,,PCE
40,22,331880,2015,3,0.92,0.43,,,,,,,PCE
40,22,331880,2015,4,0.86,0.37,,,,,,,PCE
40,22,331880,2015,5,0.86,0.37,,,,,,,PCE
40,22,331880,2015,6,0.86,0.37,,,,,,,PCE
40,22,331880,2015,7,0.86,0.38,,,,,,,PCE
40,22,331880,2015,8,0.86,0.38,,,,,,,PCE
40,22,331880,2015,9,0.86,0.38,,,,,,,PCE
40,22,331880,2015,10,0.85,0.37,,,,,,,PCE
40,22,331880,2015,11,0.85,0.37,,,,,,,PCE
40,22,331880,2015,12,0.85,0.37,,,,,,,PCE
40,22,331880,2016,1,0.85,0.37,,,,,,,PCE
40,22,331880,2016,2,0.85,0.37,,,,,,,PCE
40,22,331880,2016,3,0.85,0.37,,,,,,,PCE
40,22,331880,2016,4,0.85,0.37,,,,,,,PCE
40,22,331880,2016,5,0.85,0.37,,,,,,,PCE
40,22,331880,2016,6,0.85,0.37,,,,,,,PCE
40,22,331880,2016,7,0.85,0.38,,,,,,,PCE
40,22,331880,2016,8,0.85,0.38,,,,,,,PCE
40,22,331880,2016,9,0.85,0.38,,,,,,,PCE
40,22,331880,2016,10,0.85,0.38,,,,,,,PCE
40,22,331880,2016,11,0.85,0.38,,,,,,,PCE
40,22,331880,2016,12,0.85,0.38,,,,,,,PCE
40,22,331880,2017,1,0.86,0.39,,,,,,,PCE
40,22,331880,2017,2,0.85,0.38,,,,,,,PCE
40,22,331880,2017,3,0.85,0.42,,,,,,,PCE
40,22,331880,2017,4,0.85,0.42,,,,,,,PCE
40,22,331880,2017,5,0.86,0.43,,,,,,,PCE
40,22,331880,2017,6,0.86,0.43,,,,,,,PCE
40,22,331880,2017,7,0.85,0.43,,,,,,,PCE
40,22,331880,2017,8,0.85,0.43,,,,,,,PCE
40,22,331880,2017,9,0.86,0.44,,,,,,,PCE
40,22,331880,2017,10,0.85,0.43,,,,,,,PCE
40,22,331880,2017,11,0.85,0.43,,,,,,,PCE
40,22,331880,2017,12,0.85,0.43,,,,,,,PCE
40,22,331880,2018,1,0.85,0.43,,,,,,,PCE
40,22,331880,2018,2,0.86,0.46,,,,,,,PCE
40,22,331880,2018,3,0.86,0.46,,,,,,,PCE
40,22,331880,2018,4,0.85,0.45,,,,,,,PCE
40,22,331880,2018,5,0.85,0.45,,,,,,,PCE
40,22,331880,2018,6,0.85,0.45,,,,,,,PCE
40,22,331880,2018,7,0.85,0.46,,,,,,,PCE
40,22,331880,2018,8,0.85,0.46,,,,,,,PCE
40,22,331880,2018,9,0.85,0.46,,,,,,,PCE
40,22,331880,2018,10,0.85,0.46,,,,,,,PCE
40,22,331880,2018,11,0.85,0.46,,,,,,,PCE
40,22,331880,2018,12,0.85,0.46,,,,,,,PCE
40,22,331880,2019,1,0.85,0.46,,,,,,,PCE
40,22,331880,2019,2,0.85,0.46,,,,,,,PCE
40,22,331880,2019,3,0.85,0.46,,,,,,,PCE
40,22,331880,2019,4,0.85,0.46,,,,,,,PCE
40,22,331880,2019,5,0.75,0.36,,,,,,,PCE
40,22,331880,2019,6,0.75,0.36,,,,,,,PCE
40,22,331880,2019,7,0.75,0.36,,,,,,,PCE
40,22,331880,2019,8,0.75,0.36,,,,,,,PCE
40,22,331880,2019,9,0.75,0.36,,,,,,,PCE
40,22,331880,2019,10,0.75,0.36,,,,,,,PCE
40,22,331880,2019,11,0.90,0.51,,,,,,,PCE
40,22,331880,2019,12,0.90,0.51,,,,,,,PCE
40,22,331880,2020,1,0.90,0.51,,,,,,,PCE
40,22,331880,2020,2,0.90,0.51,,,,,,,PCE
40,22,331880,2020,3,0.90,0.56,,,,,,,PCE
40,22,331880,2020,4,0.90,0.56,,,,,,,PCE
41,41,332660,2001,7,,,,,,,,,PCE
41,41,332660,2001,8,,,,,,,,,PCE
41,41,332660,2001,9,,,,,,,,,PCE
41,41,332660,2001,10,,,,,,,,,PCE
41,41,332660,2001,11,,,,,,,,,PCE
41,41,332660,2001,12,,,,,,,,,PCE
41,41,332660,2002,1,,,,,,,,,PCE
41,41,332660,2002,2,,,,,,,,,PCE
41,41,332660,2002,3,,,,,,,,,PCE
41,41,332660,2002,4,,,,,,,,,PCE
41,41,332660,2002,5,,,,,,,,,PCE
41,41,332660,2002,6,0.33,0.22,,,,,,,PCE
41,41,332660,2002,7,0.33,0.22,,,,,,,PCE
41,41,332660,2002,8,0.33,0.22,,,,,,,PCE
41,41,332660,2002,9,0.33,0.22,,,,,,,PCE
41,41,332660,2002,10,0.33,0.22,,,,,,,PCE
41,41,332660,2002,11,0.33,0.22,,,,,,,PCE
41,41,332660,2002,12,0.33,0.22,,,,,,,PCE
41,41,332660,2003,1,0.33,0.18,,,,,,,PCE
41,41,332660,2003,2,0.33,0.18,,,,,,,PCE
41,41,332660,2003,3,0.33,0.18,,,,,,,PCE
41,41,332660,2003,4,0.33,0.18,,,,,,,PCE
41,41,332660,2003,5,0.33,0.18,,,,,,,PCE
41,41,332660,2003,6,0.35,0.16,,,,,,,PCE
41,41,332660,2003,7,0.33,0.15,,,,,,,PCE
41,41,332660,2003,8,0.33,0.15,,,,,,,PCE
41,41,332660,2003,9,0.33,0.15,,,,,,,PCE
41,41,332660,2003,10,0.33,0.15,,,,,,,PCE
41,41,332660,2003,11,0.33,0.17,,,,,,,PCE
41,41,332660,2003,12,0.34,0.19,,,,,,,PCE
41,41,332660,2004,1,0.33,0.17,,,,,,,PCE
41,41,332660,2004,2,0.33,0.16,,,,,,,PCE
41,41,332660,2004,3,0.33,0.16,,,,,,,PCE
41,41,332660,2004,4,0.33,0.18,,,,,,,PCE
41,41,332660,2004,5,0.33,0.17,,,,,,,PCE
41,41,332660,2004,6,0.33,0.20,,,,,,,PCE
41,41,332660,2004,7,0.33,0.16,,,,,,,PCE
41,41,332660,2004,8,0.33,0.16,,,,,,,PCE
41,41,332660,2004,9,0.33,0.17,,,,,,,PCE
41,41,332660,2004,10,0.33,0.17,,,,,,,PCE
41,41,332660,2004,11,0.33,0.14,,,,,,,PCE
41,41,332660,2004,12,0.33,0.14,,,,,,,PCE
41,41,332660,2005,1,0.42,0.22,,,,,,,PCE
41,41,332660,2005,2,0.33,0.15,,,,,,,PCE
41,41,332660,2005,3,0.33,0.15,,,,,,,PCE
41,41,332660,2005,4,0.33,0.16,,,,,,,PCE
41,41,332660,2005,5,0.36,0.19,,,,,,,PCE
41,41,332660,2005,6,0.36,0.20,,,,,,,PCE
41,41,332660,2005,7,0.44,0.23,,,,,,,PCE
41,41,332660,2005,8,0.46,0.25,,,,,,,PCE
41,41,332660,2005,9,0.46,0.23,,,,,,,PCE
41,41,332660,2005,10,0.46,0.24,,,,,,,PCE
41,41,332660,2005,11,0.46,0.25,,,,,,,PCE
41,41,332660,2005,12,0.45,0.24,,,,,,,PCE
41,41,332660,2006,1,0.51,0.25,,,,,,,PCE
41,41,332660,2006,2,0.51,0.25,,,,,,,PCE
41,41,332660,2006,3,0.52,0.30,,,,,,,PCE
41,41,332660,2006,4,0.42,0.23,,,,,,,PCE
41,41,332660,2006,5,0.42,0.13,,,,,,,PCE
41,41,332660,2006,6,0.42,0.13,,,,,,,PCE
41,41,332660,2006,7,0.42,0.13,,,,,,,PCE
41,41,332660,2006,8,0.42,0.13,,,,,,,PCE
41,41,332660,2006,9,0.42,0.13,,,,,,,PCE
41,41,332660,2006,10,0.42,0.13,,,,,,,PCE
41,41,332660,2006,11,0.42,0.13,,,,,,,PCE
41,41,332660,2006,12,0.42,0.13,,,,,,,PCE
41,41,332660,2007,1,0.42,0.13,,,,,,,PCE
41,41,332660,2007,2,0.42,0.13,,,,,,,PCE
41,41,332660,2007,3,0.42,0.13,,,,,,,PCE
41,41,332660,2007,4,0.42,0.13,,,,,,,PCE
41,41,332660,2007,5,0.42,0.15,,,,,,,PCE
41,41,332660,2007,6,0.49,0.22,,,,,,,PCE
41,41,332660,2007,7,0.42,0.12,,,,,,,PCE
41,41,332660,2007,8,0.42,0.12,,,,,,,PCE
41,41,332660,2007,9,0.42,0.12,,,,,,,PCE
41,41,332660,2007,10,0.42,0.12,,,,,,,PCE
41,41,332660,2007,11,0.42,0.12,,,,,,,PCE
41,41,332660,2007,12,0.42,0.12,,,,,,,PCE
41,41,332660,2008,1,0.52,0.17,,,,,,,PCE
41,41,332660,2008,2,0.52,0.17,,,,,,,PCE
41,41,332660,2008,3,0.52,0.17,,,,,,,PCE
41,41,332660,2008,4,0.52,0.19,,,,,,,PCE
41,41,332660,2008,5,0.52,0.19,,,,,,,PCE
41,41,332660,2008,6,0.52,0.19,,,,,,,PCE
41,41,332660,2008,7,0.61,0.24,,,,,,,PCE
41,41,332660,2008,8,0.61,0.24,,,,,,,PCE
41,41,332660,2008,9,0.61,0.24,,,,,,,PCE
41,41,332660,2008,10,0.65,0.20,,,,,,,PCE
41,41,332660,2008,11,0.65,0.20,,,,,,,PCE
41,41,332660,2008,12,0.65,0.20,,,,,,,PCE
41,41,332660,2009,1,0.65,0.20,,,,,,,PCE
41,41,332660,2009,2,0.52,0.19,,,,,,,PCE
41,41,332660,2009,3,0.52,0.19,,,,,,,PCE
41,41,332660,2009,4,0.42,0.19,,,,,,,PCE
41,41,332660,2009,5,0.42,0.19,,,,,,,PCE
41,41,332660,2009,6,0.42,0.19,,,,,,,PCE
41,41,332660,2009,7,0.42,0.20,,,,,,,PCE
41,41,332660,2009,8,0.42,0.20,,,,,,,PCE
41,41,332660,2009,9,0.42,0.20,,,,,,,PCE
41,41,332660,2009,10,0.49,0.22,,,,,,,PCE
41,41,332660,2009,11,0.47,0.20,,,,,,,PCE
41,41,332660,2009,12,0.47,0.20,,,,,,,PCE
41,41,332660,2010,1,0.51,0.21,,,,,,,PCE
41,41,332660,2010,2,0.54,0.20,,,,,,,PCE
41,41,332660,2010,3,0.54,0.20,,,,,,,PCE
41,41,332660,2010,4,0.56,0.20,,,,,,,PCE
41,41,332660,2010,5,0.56,0.20,,,,,,,PCE
41,41,332660,2010,6,0.56,0.20,,,,,,,PCE
41,41,332660,2010,7,0.54,0.20,,,,,,,PCE
41,41,332660,2010,8,0.54,0.20,,,,,,,PCE
41,41,332660,2010,9,0.54,0.20,,,,,,,PCE
41,41,332660,2010,10,0.57,0.22,,,,,,,PCE
41,41,332660,2010,11,0.57,0.22,,,,,,,PCE
41,41,332660,2010,12,0.57,0.22,,,,,,,PCE
41,41,332660,2011,1,0.60,0.22,,,,,,,PCE
41,41,332660,2011,2,0.59,0.22,,,,,,,PCE
41,41,332660,2011,3,0.59,0.22,,,,,,,PCE
41,41,332660,2011,4,0.59,0.22,,,,,,,PCE
41,41,332660,2011,5,0.60,0.22,,,,,,,PCE
41,41,332660,2011,6,0.60,0.22,,,,,,,PCE
41,41,332660,2011,7,0.60,0.21,,,,,,,PCE
41,41,332660,2011,8,0.68,0.23,,,,,,,PCE
41,41,332660,2011,9,0.68,0.23,,,,,,,PCE
41,41,332660,2011,10,0.63,0.22,,,,,,,PCE
41,41,332660,2011,11,0.63,0.22,,,,,,,PCE
41,41,332660,2011,12,0.63,0.22,,,,,,,PCE
41,41,332660,2012,1,0.63,0.21,,,,,,,PCE
41,41,332660,2012,2,0.63,0.21,,,,,,,PCE
41,41,332660,2012,3,0.63,0.21,,,,,,,PCE
41,41,332660,2012,4,0.62,0.21,,,,,,,PCE
41,41,332660,2012,5,0.63,0.21,,,,,,,PCE
41,41,332660,2012,6,0.63,0.21,,,,,,,PCE
41,41,332660,2012,7,0.66,0.22,,,,,,,PCE
41,41,332660,2012,8,0.66,0.22,,,,,,,PCE
41,41,332660,2012,9,0.66,0.22,,,,,,,PCE
41,41,332660,2012,10,0.60,0.22,,,,,,,PCE
