fips_code,name,reporting_entity_name,residential_rate,commercial_rate,industrial_rate,year
0220020,Dry Creek,Alaska Power & Telephone Company,0.24,0.38,,2017
0220020,Dry Creek,Alaska Power & Telephone Company,0.18,0.45,,2018
0220020,Dry Creek,Alaska Power & Telephone Company,0.19,0.41,,2019
0220020,Dry Creek,Alaska Power & Telephone Company,0.20,0.37,,2020
0220020,Dry Creek,Alaska Power & Telephone Company,0.21,0.44,,2021
0220380,Eagle,Alaska Power & Telephone Company,0.18,0.59,,2011
0220380,Eagle,Alaska Power & Telephone Company,0.20,0.67,,2012
0220380,Eagle,Alaska Power & Telephone Company,0.21,0.67,,2013
0220380,Eagle,Alaska Power & Telephone Company,0.24,0.72,,2014
0220380,Eagle,Alaska Power & Telephone Company,0.31,0.71,,2015
0220380,Eagle,Alaska Power & Telephone Company,0.31,0.60,,2016
0220380,Eagle,Alaska Power & Telephone Company,0.31,0.59,,2017
0220380,Eagle,Alaska Power & Telephone Company,0.31,0.66,,2018
0220380,Eagle,Alaska Power & Telephone Company,0.32,0.68,,2019
0220380,Eagle,Alaska Power & Telephone Company,0.32,0.62,,2020
0220380,Eagle,Alaska Power & Telephone Company,0.36,0.69,,2021
0220600,Eagle Village,Alaska Power & Telephone Company,0.18,0.59,,2011
0220600,Eagle Village,Alaska Power & Telephone Company,0.20,0.67,,2012
0220600,Eagle Village,Alaska Power & Telephone Company,0.21,0.67,,2013
0220600,Eagle Village,Alaska Power & Telephone Company,0.24,0.72,,2014
0220600,Eagle Village,Alaska Power & Telephone Company,0.31,0.71,,2015
0220600,Eagle Village,Alaska Power & Telephone Company,0.31,0.60,,2016
0220600,Eagle Village,Alaska Power & Telephone Company,0.31,0.59,,2017
0220600,Eagle Village,Alaska Power & Telephone Company,0.31,0.66,,2018
0220600,Eagle Village,Alaska Power & Telephone Company,0.32,0.68,,2019
0220600,Eagle Village,Alaska Power & Telephone Company,0.32,0.62,,2020
0220600,Eagle Village,Alaska Power & Telephone Company,0.36,0.69,,2021
0221040,Eek,Alaska Village Electric Cooperative,0.21,0.60,,2011
0221040,Eek,Alaska Village Electric Cooperative,0.22,0.69,,2012
0221040,Eek,Alaska Village Electric Cooperative,0.21,0.63,,2013
0221040,Eek,Alaska Village Electric Cooperative,0.21,0.65,,2014
0221040,Eek,Alaska Village Electric Cooperative,0.22,0.63,,2015
0221040,Eek,Alaska Village Electric Cooperative,0.22,0.54,,2016
0221040,Eek,Alaska Village Electric Cooperative,0.22,0.50,,2017
0221040,Eek,Alaska Village Electric Cooperative,0.24,0.52,,2018
0221040,Eek,Alaska Village Electric Cooperative,0.24,0.57,,2019
0221040,Eek,Alaska Village Electric Cooperative,0.26,0.55,,2020
0221040,Eek,Alaska Village Electric Cooperative,0.26,0.51,,2021
0221150,Egegik,Egegik Light & Power Co,0.32,0.86,,2011
0221150,Egegik,Egegik Light & Power Co,0.26,0.86,,2012
0221150,Egegik,Egegik Light & Power Co,0.33,0.86,,2013
0221150,Egegik,Egegik Light & Power Co,0.34,0.86,,2014
0221150,Egegik,Egegik Light & Power Co,0.46,0.86,,2015
0221150,Egegik,Egegik Light & Power Co,0.39,0.71,,2016
0221150,Egegik,Egegik Light & Power Co,0.23,0.65,,2017
0221150,Egegik,Egegik Light & Power Co,0.18,0.65,,2018
0221150,Egegik,Egegik Light & Power Co,0.19,0.65,,2019
0221150,Egegik,Egegik Light & Power Co,0.21,0.65,,2020
0221150,Egegik,Egegik Light & Power Co,0.22,0.65,,2021
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0221370,Eielson AFB,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0221810,Ekwok,Alaska Village Electric Cooperative,0.03,,,2011
0221810,Ekwok,Alaska Village Electric Cooperative,0.22,0.74,,2011
0221810,Ekwok,Alaska Village Electric Cooperative,0.24,0.74,,2012
0221810,Ekwok,Alaska Village Electric Cooperative,0.21,0.70,,2013
0221810,Ekwok,Alaska Village Electric Cooperative,0.25,0.69,,2014
0221810,Ekwok,Alaska Village Electric Cooperative,0.22,0.69,,2015
0221810,Ekwok,Alaska Village Electric Cooperative,0.23,0.68,,2016
0221810,Ekwok,Alaska Village Electric Cooperative,0.23,,,2017
0221810,Ekwok,Alaska Village Electric Cooperative,0.24,,,2018
0221810,Ekwok,Alaska Village Electric Cooperative,0.24,,,2019
0221810,Ekwok,Alaska Village Electric Cooperative,0.26,,,2020
0221810,Ekwok,Alaska Village Electric Cooperative,0.26,,,2021
0222140,Elfin Cove,Elfin Cove Utility Commission,0.38,0.75,,2011
0222140,Elfin Cove,Elfin Cove Utility Commission,0.41,0.78,,2012
0222140,Elfin Cove,Elfin Cove Utility Commission,0.43,0.79,,2013
0222140,Elfin Cove,Elfin Cove Utility Commission,0.41,0.78,,2014
0222140,Elfin Cove,Elfin Cove Utility Commission,0.30,0.72,,2015
0222140,Elfin Cove,Elfin Cove Utility Commission,0.21,0.63,,2016
0222140,Elfin Cove,Elfin Cove Utility Commission,0.23,0.60,,2017
0222140,Elfin Cove,Elfin Cove Utility Commission,0.23,0.61,,2018
0222140,Elfin Cove,Elfin Cove Utility Commission,0.21,0.67,,2019
0222140,Elfin Cove,Elfin Cove Utility Commission,0.26,0.66,,2020
0222140,Elfin Cove,Elfin Cove Utility Commission,0.31,0.66,,2021
0222250,Elim,Alaska Village Electric Cooperative,0.23,0.59,,2011
0222250,Elim,Alaska Village Electric Cooperative,0.21,0.59,,2012
0222250,Elim,Alaska Village Electric Cooperative,0.20,0.60,,2013
0222250,Elim,Alaska Village Electric Cooperative,0.20,0.62,,2014
0222250,Elim,Alaska Village Electric Cooperative,0.22,0.62,,2015
0222250,Elim,Alaska Village Electric Cooperative,0.22,0.55,,2016
0222250,Elim,Alaska Village Electric Cooperative,0.22,0.52,,2017
0222250,Elim,Alaska Village Electric Cooperative,0.23,0.52,,2018
0222250,Elim,Alaska Village Electric Cooperative,0.24,0.59,,2019
0222250,Elim,Alaska Village Electric Cooperative,0.26,0.55,,2020
0222250,Elim,Alaska Village Electric Cooperative,0.26,0.51,,2021
0222910,Emmonak,Alaska Village Electric Cooperative,0.21,0.55,,2011
0222910,Emmonak,Alaska Village Electric Cooperative,0.21,0.59,,2012
0222910,Emmonak,Alaska Village Electric Cooperative,0.20,0.57,,2013
0222910,Emmonak,Alaska Village Electric Cooperative,0.20,0.58,,2014
0222910,Emmonak,Alaska Village Electric Cooperative,0.22,0.59,,2015
0222910,Emmonak,Alaska Village Electric Cooperative,0.23,0.51,,2016
0222910,Emmonak,Alaska Village Electric Cooperative,0.23,0.47,,2017
0222910,Emmonak,Alaska Village Electric Cooperative,0.25,0.51,,2018
0222910,Emmonak,Alaska Village Electric Cooperative,0.25,0.53,,2019
0222910,Emmonak,Alaska Village Electric Cooperative,0.26,0.53,,2020
0222910,Emmonak,Alaska Village Electric Cooperative,0.27,0.51,,2021
0223460,Ester,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0223460,Ester,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0223460,Ester,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0223460,Ester,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0223460,Ester,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0223460,Ester,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0223460,Ester,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0223460,Ester,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0223460,Ester,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0223460,Ester,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0223460,Ester,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,,,,2020
0223720,Eureka Roadhouse,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0223790,Evansville,Alaska Power & Telephone Company,0.18,0.64,,2011
0223790,Evansville,Alaska Power & Telephone Company,0.21,0.75,,2012
0223790,Evansville,Alaska Power & Telephone Company,0.22,0.72,,2013
0223790,Evansville,Alaska Power & Telephone Company,0.25,0.80,,2014
0223790,Evansville,Alaska Power & Telephone Company,0.31,0.83,,2015
0223790,Evansville,Alaska Power & Telephone Company,0.32,0.71,,2016
0223790,Evansville,Alaska Power & Telephone Company,0.31,0.67,,2017
0223790,Evansville,Alaska Power & Telephone Company,0.31,0.71,,2018
0223790,Evansville,Alaska Power & Telephone Company,0.31,0.75,,2019
0223790,Evansville,Alaska Power & Telephone Company,0.33,0.72,,2020
0223790,Evansville,Alaska Power & Telephone Company,0.36,0.74,,2021
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0224230,Fairbanks,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0224660,False Pass,City of False Pass,0.27,0.51,,2011
0224660,False Pass,City of False Pass,0.17,0.42,,2012
0224660,False Pass,City of False Pass,0.15,0.42,,2013
0224660,False Pass,City of False Pass,0.15,0.42,,2014
0224660,False Pass,City of False Pass,0.16,0.42,,2015
0224660,False Pass,City of False Pass,0.29,0.45,,2016
0224660,False Pass,City of False Pass,0.32,0.46,,2017
0224660,False Pass,City of False Pass,0.32,0.43,,2018
0224660,False Pass,City of False Pass,0.26,0.55,,2019
0224660,False Pass,City of False Pass,0.34,0.62,,2020
0224660,False Pass,City of False Pass,0.35,0.62,,2021
0225000,Farm Loop,Matanuska Electric Assn Inc,0.15,0.13,,2011
0225000,Farm Loop,Matanuska Electric Assn Inc,0.15,0.13,,2012
0225000,Farm Loop,Matanuska Electric Assn Inc,0.15,0.13,,2013
0225000,Farm Loop,Matanuska Electric Assn Inc,0.17,0.14,,2014
0225000,Farm Loop,Matanuska Electric Assn Inc,0.20,0.17,,2015
0225000,Farm Loop,Matanuska Electric Assn Inc,0.20,0.17,,2016
0225000,Farm Loop,Matanuska Electric Assn Inc,0.21,0.18,,2017
0225000,Farm Loop,Matanuska Electric Assn Inc,0.21,0.18,,2018
0225000,Farm Loop,Matanuska Electric Assn Inc,0.22,0.19,,2019
0225000,Farm Loop,Matanuska Electric Assn Inc,0.22,0.19,,2020
0225000,Farm Loop,Matanuska Electric Assn Inc,0.21,0.19,,2021
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0224980,Farmers Loop,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0225220,Ferry,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0225220,Ferry,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0225220,Ferry,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0225220,Ferry,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0225220,Ferry,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0225220,Ferry,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0225220,Ferry,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0225220,Ferry,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0225220,Ferry,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0225220,Ferry,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0225220,Ferry,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0225550,Fishhook,Matanuska Electric Assn Inc,0.15,0.13,,2011
0225550,Fishhook,Matanuska Electric Assn Inc,0.15,0.13,,2012
0225550,Fishhook,Matanuska Electric Assn Inc,0.15,0.13,,2013
0225550,Fishhook,Matanuska Electric Assn Inc,0.17,0.14,,2014
0225550,Fishhook,Matanuska Electric Assn Inc,0.20,0.17,,2015
0225550,Fishhook,Matanuska Electric Assn Inc,0.20,0.17,,2016
0225550,Fishhook,Matanuska Electric Assn Inc,0.21,0.18,,2017
0225550,Fishhook,Matanuska Electric Assn Inc,0.21,0.18,,2018
0225550,Fishhook,Matanuska Electric Assn Inc,0.22,0.19,,2019
0225550,Fishhook,Matanuska Electric Assn Inc,0.22,0.19,,2020
0225550,Fishhook,Matanuska Electric Assn Inc,0.21,0.19,,2021
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0226100,Fort Greely,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.21,0.60,,2011
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.15,0.65,,2012
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.18,0.67,,2013
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.19,0.63,,2014
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.25,0.66,,2015
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.30,0.68,,2016
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.30,0.68,,2017
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.30,0.66,,2018
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.33,0.66,,2019
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.31,0.66,,2020
0226760,Fort Yukon,Gwitchyaa Zhee Utilities Company,0.29,0.64,,2021
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0226835,Four Mile Road,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0226870,Fox,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0226870,Fox,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0226870,Fox,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0226870,Fox,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0226870,Fox,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0226870,Fox,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0226870,Fox,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0226870,Fox,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0226870,Fox,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0226870,Fox,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0226870,Fox,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0226910,Fox River,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0226910,Fox River,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0226910,Fox River,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0226910,Fox River,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0226910,Fox River,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0226910,Fox River,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0226910,Fox River,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0226910,Fox River,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0226910,Fox River,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0226910,Fox River,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0226910,Fox River,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0227090,Fritz Creek,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0227090,Fritz Creek,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0227090,Fritz Creek,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0227090,Fritz Creek,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0227090,Fritz Creek,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0227090,Fritz Creek,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0227090,Fritz Creek,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0227090,Fritz Creek,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0227090,Fritz Creek,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0227090,Fritz Creek,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0227090,Fritz Creek,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0227145,Funny River,Homer Electric Assn Inc,0.20,0.18,0.08,2011
0227145,Funny River,Homer Electric Assn Inc,0.20,0.18,0.09,2012
0227145,Funny River,Homer Electric Assn Inc,0.21,0.18,0.08,2013
0227145,Funny River,Homer Electric Assn Inc,0.24,0.21,0.10,2014
0227145,Funny River,Homer Electric Assn Inc,0.25,0.22,0.11,2015
0227145,Funny River,Homer Electric Assn Inc,0.26,0.23,0.11,2016
0227145,Funny River,Homer Electric Assn Inc,0.26,0.23,0.11,2017
0227145,Funny River,Homer Electric Assn Inc,0.27,0.23,0.11,2018
0227145,Funny River,Homer Electric Assn Inc,0.27,0.23,0.11,2019
0227145,Funny River,Homer Electric Assn Inc,0.29,0.26,0.12,2020
0227145,Funny River,Homer Electric Assn Inc,0.28,0.25,0.12,2021
0227420,Gakona,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0227420,Gakona,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0227420,Gakona,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0227420,Gakona,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0227420,Gakona,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0227420,Gakona,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0227420,Gakona,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0227420,Gakona,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0227420,Gakona,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0227420,Gakona,Copper Valley Elec Assn Inc,,,,2020
0227420,Gakona,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0227530,Galena,City of Galena,0.56,0.56,,2011
0227530,Galena,City of Galena,0.35,0.61,,2012
0227530,Galena,City of Galena,0.35,0.67,,2013
0227530,Galena,City of Galena,0.33,0.67,,2014
0227530,Galena,City of Galena,0.37,0.67,,2015
0227530,Galena,City of Galena,0.43,0.67,,2016
0227530,Galena,City of Galena,0.47,0.67,,2017
0227530,Galena,City of Galena,0.44,0.63,,2018
0227530,Galena,City of Galena,0.37,0.60,,2019
0227530,Galena,City of Galena,0.37,0.60,,2020
0227530,Galena,City of Galena,0.41,0.60,,2021
0227640,Gambell,Alaska Village Electric Cooperative,0.21,0.52,,2011
0227640,Gambell,Alaska Village Electric Cooperative,0.21,0.56,,2012
0227640,Gambell,Alaska Village Electric Cooperative,0.20,0.54,,2013
0227640,Gambell,Alaska Village Electric Cooperative,0.20,0.54,,2014
0227640,Gambell,Alaska Village Electric Cooperative,0.23,0.57,,2015
0227640,Gambell,Alaska Village Electric Cooperative,0.23,0.51,,2016
0227640,Gambell,Alaska Village Electric Cooperative,0.25,0.52,,2017
0227640,Gambell,Alaska Village Electric Cooperative,0.27,0.52,,2018
0227640,Gambell,Alaska Village Electric Cooperative,0.27,0.55,,2019
0227640,Gambell,Alaska Village Electric Cooperative,0.28,0.58,,2020
0227640,Gambell,Alaska Village Electric Cooperative,0.27,0.53,,2021
0228200,Gateway,Matanuska Electric Assn Inc,0.15,0.13,,2011
0228200,Gateway,Matanuska Electric Assn Inc,0.15,0.13,,2012
0228200,Gateway,Matanuska Electric Assn Inc,0.15,0.13,,2013
0228200,Gateway,Matanuska Electric Assn Inc,0.17,0.14,,2014
0228200,Gateway,Matanuska Electric Assn Inc,0.20,0.17,,2015
0228200,Gateway,Matanuska Electric Assn Inc,0.20,0.17,,2016
0228200,Gateway,Matanuska Electric Assn Inc,0.21,0.18,,2017
0228200,Gateway,Matanuska Electric Assn Inc,0.21,0.18,,2018
0228200,Gateway,Matanuska Electric Assn Inc,0.22,0.19,,2019
0228200,Gateway,Matanuska Electric Assn Inc,0.22,0.19,,2020
0228200,Gateway,Matanuska Electric Assn Inc,0.21,0.19,,2021
0228590,Glacier View,Matanuska Electric Assn Inc,0.15,0.13,,2011
0228590,Glacier View,Matanuska Electric Assn Inc,0.15,0.13,,2012
0228590,Glacier View,Matanuska Electric Assn Inc,0.15,0.13,,2013
0228590,Glacier View,Matanuska Electric Assn Inc,0.17,0.14,,2014
0228590,Glacier View,Matanuska Electric Assn Inc,0.20,0.17,,2015
0228590,Glacier View,Matanuska Electric Assn Inc,0.20,0.17,,2016
0228590,Glacier View,Matanuska Electric Assn Inc,0.21,0.18,,2017
0228590,Glacier View,Matanuska Electric Assn Inc,0.21,0.18,,2018
0228590,Glacier View,Matanuska Electric Assn Inc,0.22,0.19,,2019
0228590,Glacier View,Matanuska Electric Assn Inc,0.22,0.19,,2020
0228590,Glacier View,Matanuska Electric Assn Inc,0.21,0.19,,2021
0228740,Glennallen,Copper Valley Elec Assn Inc,0.28,0.25,,2011
0228740,Glennallen,Copper Valley Elec Assn Inc,0.30,0.27,,2012
0228740,Glennallen,Copper Valley Elec Assn Inc,0.28,0.24,,2013
0228740,Glennallen,Copper Valley Elec Assn Inc,0.26,0.23,,2014
0228740,Glennallen,Copper Valley Elec Assn Inc,0.24,0.20,,2015
0228740,Glennallen,Copper Valley Elec Assn Inc,0.23,0.21,,2016
0228740,Glennallen,Copper Valley Elec Assn Inc,0.26,0.23,,2017
0228740,Glennallen,Copper Valley Elec Assn Inc,0.26,0.23,,2018
0228740,Glennallen,Copper Valley Elec Assn Inc,0.25,0.22,,2019
0228740,Glennallen,Copper Valley Elec Assn Inc,,,,2020
0228740,Glennallen,Copper Valley Elec Assn Inc,0.34,0.28,,2021
0229130,Goldstream,Golden Valley Elec Assn Inc,0.22,0.21,0.17,2011
0229130,Goldstream,Golden Valley Elec Assn Inc,0.24,0.23,0.19,2012
0229130,Goldstream,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2013
0229130,Goldstream,Golden Valley Elec Assn Inc,0.23,0.21,0.17,2014
0229130,Goldstream,Golden Valley Elec Assn Inc,0.21,0.19,0.15,2015
0229130,Goldstream,Golden Valley Elec Assn Inc,0.23,0.21,0.16,2016
0229130,Goldstream,Golden Valley Elec Assn Inc,0.24,0.22,0.17,2017
0229130,Goldstream,Golden Valley Elec Assn Inc,0.25,0.24,0.18,2018
0229130,Goldstream,Golden Valley Elec Assn Inc,0.26,0.25,0.18,2019
0229130,Goldstream,Golden Valley Elec Assn Inc,0.25,0.24,0.17,2020
0229130,Goldstream,Golden Valley Elec Assn Inc,0.27,0.26,0.18,2021
0229180,Golovin,Golovin Power Utilities,0.25,0.58,,2011
0229180,Golovin,Golovin Power Utilities,0.25,0.60,,2012
0229180,Golovin,Golovin Power Utilities,0.27,0.60,,2013
0229180,Golovin,Golovin Power Utilities,0.25,0.59,,2014
0229180,Golovin,Golovin Power Utilities,0.21,0.52,,2015
0229180,Golovin,Golovin Power Utilities,0.18,0.39,,2016
0229180,Golovin,Golovin Power Utilities,0.23,0.38,,2017
0229180,Golovin,Golovin Power Utilities,0.25,0.38,,2018
0229180,Golovin,Golovin Power Utilities,0.27,0.42,,2019
0229180,Golovin,Golovin Power Utilities,0.25,0.39,,2020
0229180,Golovin,Golovin Power Utilities,0.25,0.33,,2021
0229290,Goodnews Bay,Alaska Village Electric Cooperative,0.21,0.59,,2011
0229290,Goodnews Bay,Alaska Village Electric Cooperative,0.22,0.63,,2012
0229290,Goodnews Bay,Alaska Village Electric Cooperative,0.21,0.63,,2013
